DATE,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
2000-01-03,0.8392806053161621,0.8434978669097757,0.7624284506413466,0.7863277345584394,535796800,,,,,,,,,,
2000-01-04,0.7685207724571228,0.8294395147746263,0.7586797622371967,0.8116326279271748,512377600,0.0,,,,,,,,,
2000-01-05,0.7797666788101196,0.8289709296928053,0.7722693977861117,0.7778923460408804,778321600,1.2077778654053752,,,,,,,,,
2000-01-06,0.7122870087623596,0.8022602953341212,0.7122870087623596,0.7957001550823573,767972800,1.1203399005585888,,,,,,,,,
2000-01-07,0.7460271716117859,0.7572739680821772,0.7160363984143142,0.7235336787768919,460734400,4.830311045690673,,,,,,,,,
2000-01-10,0.7329064011573792,0.7666458537675348,0.7104128988523117,0.7647715203745259,505064000,4.755586294043103,,,,,,,,,
2000-01-11,0.6954174637794495,0.7450903256747055,0.6785477629165049,0.7193167530801458,441548800,4.539500637428298,,,,,,,,,
2000-01-12,0.6537111401557922,0.7160364721357444,0.6485558865775317,0.7122869556418895,976068800,4.3051359346750955,,,,,,,,,
2000-01-13,0.7254080176353455,0.7404034304245253,0.6935429093605644,0.70842074777454,1032684800,12.653697677121972,,,,,,,,,
2000-01-14,0.7530558705329895,0.7666454945189898,0.745089994885219,0.7497758011454992,390376000,15.707614673107752,,,,,,,,,
2000-01-18,0.7792981863021851,0.7947629968576855,0.7530560241547781,0.7572740865336353,459177600,18.616163078701465,,,,,,,,,
2000-01-19,0.7989802360534668,0.8153813877527537,0.7750809516585904,0.7919506991116363,597643200,20.822849742794425,,,,,,,,,
2000-01-20,0.850996196269989,0.9109777668010772,0.850996196269989,0.8659915638762788,1831132800,26.495274542502454,,,,,,,,,
2000-01-21,0.8345947861671448,0.8566189359993025,0.8261595123055347,0.8566189359993025,495924800,25.86601804589246,,,,0.06426650355135052,,,,,
2000-01-24,0.7966374158859253,0.8453722287555642,0.7882020910634303,0.8130385187365555,440876800,24.42053164413385,,,,0.0637596202756922,,,,,
2000-01-25,0.8416234254837036,0.8481844661908706,0.7675836012113953,0.7872648213208211,497145600,29.452437267706372,,,,0.06496256632596242,,,,,
2000-01-26,0.8261595368385315,0.8561503656851539,0.8228795167358781,0.8247537996365505,367158400,28.743999387578413,,,,0.06269887222762767,,,,,
2000-01-27,0.82475346326828,0.8472470011795658,0.8022599754099276,0.8158495970358994,340144000,28.67645643614241,,,,0.06143374033777128,,,,,
2000-01-28,0.7619602084159851,0.831314312775591,0.7544629232920529,0.8111645362592291,423348800,25.76474506646878,,,,0.06253500099104034,,,,,
2000-01-31,0.777892529964447,0.7788297215971289,0.7085384971864483,0.7572742139395244,701680000,27.76874970088714,,,,0.06308901694958607,0.6675300403615037,0.7749638557434082,0.8823976711253128,27.726148667629232,0.5136301322382901
2000-02-01,0.7516500949859619,0.7872647157397423,0.7497758124958298,0.7797665847203613,318035200,26.499809881484982,,,,0.06126043739918083,0.6671185820740694,0.7705823302268983,0.8740460783797271,26.85339232275517,0.408507880398016
2000-02-02,0.7408722639083862,0.7657086949104797,0.7272825838063829,0.7553999365597681,464195200,25.97482208581068,,,,0.05962941409238911,0.6648848303146502,0.7691999047994615,0.8735149792842729,27.12300764311909,0.3642207704352456
2000-02-03,0.7746123671531677,0.7816419037428499,0.7516502253631562,0.7521188210934405,475193600,30.60936621265918,,,,0.05828228735968015,0.6647115998870228,0.7689421892166138,0.8731727785462049,27.110123697538185,0.5272001625099904
2000-02-04,0.8097584843635559,0.824753849643114,0.7769553282238356,0.7792982570711631,425320000,35.16307839661603,,,,0.0577008012975563,0.671644389035393,0.7738157629966737,0.8759871369579543,26.407157581182492,0.6758942841490185
