DATE,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
2000-01-03,35.60144805908203,36.23139325262075,34.20793293398123,35.84960828683971,53228400,,,,,,,,,,
2000-01-04,34.39884948730469,35.77327632586514,34.284313917424655,34.685188412004784,54119000,0.0,,,,,,,,,
2000-01-05,34.76152038574219,35.54417954873803,33.40618378640792,33.94068272699045,64059600,2.2671958189276697,,,,,,,,,
2000-01-06,33.59708786010742,34.78062163699757,33.1007672439922,34.26521176641638,54976600,2.102384342971212,,,,,,,,,
2000-01-07,34.036136627197266,34.28429690546623,32.7762459836779,33.17712027934316,62013600,4.909238574875261,,,,,,,,,
2000-01-10,34.28428649902344,34.7233391657704,34.0170370496992,34.64698218024919,44963600,6.540254920038663,,,,,,,,,
2000-01-11,33.40619659423828,34.89515849958148,33.1962147870745,34.05523127092634,46743600,6.138994047668075,,,,,,,,,
2000-01-12,32.318092346191406,33.253465367433805,31.8981289488989,33.13892989544494,66532400,5.674405292762102,,,,,,,,,
2000-01-13,32.928951263427734,33.177111475847774,31.000937305395155,31.879042672419896,83144000,9.801331502032046,,,,,,,,,
2000-01-14,34.28428649902344,34.799696151291606,32.299004875471965,32.738057542218925,73416400,18.33834242475916,,,,,,,,,
2000-01-18,35.21965789794922,35.58235356193894,34.131570905980055,34.150660151453195,81483600,23.705230245527595,,,,,,,,,
2000-01-19,32.6807975769043,34.055223643222696,32.375369562166874,33.74979562848527,97568200,19.885149133169918,,,,,,,,,
2000-01-20,32.3753662109375,33.50163189870007,32.33718771304724,32.69988344300468,56349800,19.47847837658537,,,,,,,,,
2000-01-21,31.688161849975582,32.7571600810591,31.535447816963657,32.68080306455313,68416200,18.55883033869403,,,,1.7221235832773651,,,,,
2000-01-24,30.92459297180176,32.279930071183195,30.790968187355706,31.702480109827015,63597600,17.566407890412044,,,,1.7054691761738028,,,,,
2000-01-25,31.40182304382324,31.726340364032968,30.40918182906409,30.84823467405372,59823200,20.430308353021623,,,,1.6777327018020225,,,,,
2000-01-26,30.35192108154297,31.61181214530513,30.275564047375564,31.287294750093665,49365000,18.87655505952259,,,,1.6533409443825615,,,,,
2000-01-27,30.1610050201416,30.905485523803325,29.70286317173439,30.50938371736792,63654800,18.599549825026582,,,,1.6211467592173026,,,,,
2000-01-28,30.0083065032959,30.61916261532228,29.702878447282707,29.97012799629425,58225400,18.36738859979659,,,,1.5707994312760363,,,,,
2000-01-31,29.893774032592773,29.98922030983605,28.977489771057364,29.81741701079816,73194200,18.184048973994454,,,,1.5322292384876433,29.066981257598126,32.71611309051514,36.36524492343215,22.307856821628036,0.11328622982822364
2000-02-01,31.44000625610352,31.535452541034005,29.83650866927128,30.084669010090558,70196600,28.552768038226706,,,,1.5441374265787204,29.084002579389033,32.50804100036621,35.932079421343396,21.065793665872445,0.34403873249210065
2000-02-02,30.790966033935547,31.74542871322679,30.69551976600642,31.287286627166992,49915600,27.005650387458427,,,,1.5088353923388385,28.943114384828405,32.327646827697755,35.712179270567106,20.938934781788962,0.27298477415990785
2000-02-03,31.649965286254883,31.82176847538413,30.580967665006224,31.1727342053403,49186000,32.23878790397594,,,,1.4896900650559146,28.977898153585173,32.17206907272339,35.366239991861605,19.856795109558846,0.41827240938481636
2000-02-04,32.547176361083984,32.98622918003116,31.807467807422984,31.87905250616437,55365400,37.29539127063691,,,,1.4787310528216548,28.990158937968857,32.119573497772215,35.24898805757557,19.486028106944893,0.5683199453348613
2000-02-07,32.56627655029297,32.642633587925545,31.84088469278351,32.6235443285174,40005800,37.4024846310207,,,,1.4303751844159676,29.039555186338962,32.046080493927,35.05260580151504,18.763763063990318,0.5865111720584999
2000-02-08,33.57798767089844,33.59707691914795,32.50898976892555,32.50898976892555,56229000,42.95959732775335,-0.5607919320591037,,,1.4059260391164272,29.099863934359295,32.01076555252075,34.92166717068221,18.187016573442957,0.7691987438873922
2000-02-09,31.76450729370117,33.42527179763867,31.72632879935778,33.42527179763867,55090000,36.674681323059424,-0.539001085763136,,,1.4377640985753006,29.09181616685409,31.9286810874939,34.765546008133704,17.770010060020766,0.4710642208237919
2000-02-10,32.3753662109375,32.54716945144365,31.30636827001032,31.73110405903942,54527800,39.86601350975919,-0.46705653659771684,,,1.4236953187794457,29.092909649040713,31.931544780731205,34.770179912421696,17.779503943094163,0.5781751457331514
2000-02-11,30.52372169494629,32.03177298569098,30.27556135596299,32.03177298569098,115559000,34.23411174555033,-0.5530766769990656,,,1.4719888570790933,28.94688571203813,31.811283302307135,34.67568089257614,18.0086893260371,0.27524740075627424
2000-02-14,30.428237915039062,31.07727184798218,30.25643481514236,30.919785673076863,81028600,33.96762591100213,-0.6217854454884559,,,1.4254780124905737,28.94202254617535,31.618480873107917,34.29493920004048,16.92970853137312,0.27764590128459654
2000-02-15,30.10375595092773,30.542808827827763,29.97013116230599,30.46645180575819,71027600,33.02676222486698,-0.6944158288153695,,,1.3645637019928023,29.208444838533925,31.36268577575684,33.51692671297975,13.737604952750118,0.20780199116166964
2000-02-16,29.81741523742676,30.600074664273425,29.66470120292009,30.313735849573423,65202600,32.179689712646464,-0.7662483988372131,,,1.3339072562328405,29.05355626796377,31.21951665878296,33.38547704960215,13.87568176978706,0.17633262655696366
2000-02-17,30.428237915039062,30.44732714836092,29.66944089049527,30.08463171524565,80343400,35.953390531034216,-0.765068707063751,,,1.294191470635184,29.000361384410862,31.122160243988038,33.24395910356522,13.63529294202546,0.33647782497930584
2000-02-18,29.03475570678711,30.561896046394583,28.97748794405183,30.54280679214949,79063000,31.62953250387368,-0.8665866893004939,-0.21836098919779323,-0.6482257001027006,1.3149212300428677,28.692145195918023,30.989489936828612,33.2868346777392,14.826605701440553,0.07456663006817321
2000-02-22,28.65296936035156,29.66469979079702,28.34754130587746,29.053843681848814,66296200,30.545644246999974,-0.9667038290671535,-0.25478250317156215,-0.7119213258955913,1.3150810339626315,28.35164256064592,30.875908756256102,33.40017495186628,16.35104064814748,0.0596860188972264
2000-02-23,28.78658676147461,29.24472872584821,28.118463063429772,28.557515779287808,75847200,31.431259768495185,-1.023467677751249,-0.24923708148452617,-0.7742305962667229,1.3015942217094747,28.069198445493583,30.74514694213867,33.42109543878376,17.407290338739525,0.13404374502731198
2000-02-24,28.93931198120117,29.282918587838125,28.099384720533067,28.78659793380697,69733200,32.490856840904584,-1.044094120841784,-0.21589081966004886,-0.8282033011817351,1.2931613392520165,27.88280066688728,30.67451648712158,33.466232307355874,18.20218304928375,0.18922257535246173
2000-02-25,27.8893985748291,28.92499054791909,27.641238286346702,28.920218234679048,65301400,29.15536096601129,-1.1321097070097252,-0.243125124662392,-0.8889845823473332,1.2935122217950485,27.508580913198333,30.560936164855956,33.613291416513576,19.975535011049345,0.06238095343324804
2000-02-28,27.96575736999512,28.13756065759236,26.915848390234206,27.564883032268224,76131800,29.720452071847447,-1.1820749523188354,-0.23447229597720165,-0.9476026563416338,1.2883836536209847,27.19897022809826,30.45880870819092,33.718647188283576,21.40489807939224,0.11761121702494051
2000-02-29,27.29762458801269,28.023016010631213,27.144910604303533,28.023016010631213,58437400,27.642759565367236,-1.2610489139890255,-0.2507570061179134,-1.0102919078711121,1.259078064528606,26.78045315296115,30.32900123596191,33.87754931896267,23.400362282904002,0.07287085069088382
2000-03-01,27.736682891845703,28.738868612301243,27.16400533729968,27.37398710729989,106889800,31.053750810513982,-1.2735275786500573,-0.21058853662315613,-1.0629390420269011,1.2816341509909601,26.45564706141117,30.143835067749023,33.83202307408688,24.47059571583084,0.1736673711092244
2000-03-02,28.51935768127441,29.130214070699303,27.832144243171417,28.042126127036223,106932600,36.775488271798345,-1.2063555796847574,-0.11473323012628489,-1.0916223495584725,1.2896267958382917,26.28648482969714,30.030254650115964,33.77402447053479,24.933320506520364,0.29821182373432786
2000-03-03,29.35926055908203,30.19918738912079,28.67204769814123,28.939297144062653,101435200,42.30849918186963,-1.07297950386479,0.014914276554946149,-1.0878937804197362,1.317498432410298,26.241069030320165,29.915719413757323,33.590369797194484,24.566685712042744,0.4242841091517939
2000-03-06,27.67941093444824,29.74104981784163,27.52669694308577,29.321086341594828,93609400,35.598353168264396,-1.0902599899724628,-0.0018929676421812758,-1.0883670223302815,1.3815594640064097,26.08782453235142,29.672331142425538,33.256837752499656,24.16059993984757,0.22200913197143043
