DATE,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
2004-08-19,2.492180585861206,2.5845756286121926,2.3833927177534813,2.483736420885526,893181924,,,,,,,,,,
2004-08-20,2.690134048461914,2.7092594852575287,2.496154641777937,2.5088219544888006,456686856,100.0,,,,,,,,,
2004-08-23,2.717207431793213,2.818543803647125,2.708514331099461,2.750738233475586,365122512,100.0,,,,,,,,,
2004-08-24,2.604693651199341,2.7718497936549373,2.5724056328047977,2.7629082304989256,304946748,95.54794842013759,,,,,,,,,
2004-08-25,2.632760524749756,2.6824352159139915,2.580105470430996,2.6069296853443533,183772044,95.60056589570341,,,,,,,,,
2004-08-26,2.680199384689331,2.6811929969497306,2.5994782678631285,2.6066808327552535,141897960,95.6932163942889,,,,,,,,,
2004-08-27,2.6364853382110596,2.6978339665622775,2.6250608099331725,2.684918428494022,124235640,93.7342777636227,,,,,,,,,
2004-08-30,2.5336592197418213,2.6200930589951295,2.5336592197418213,2.614877482937533,103935960,89.11314378888997,,,,,,,,,
2004-08-31,2.5426008701324463,2.575882501413324,2.5373852934085552,2.5408621079271403,98357544,89.16317615739233,,,,,,,,,
2004-09-01,2.489945411682129,2.557502985477289,2.4755393384604276,2.55079663657492,182765052,86.63813722852991,,,,,,,,,
2004-09-02,2.521240472793579,2.542600887406688,2.4574086376881734,2.4636178266616633,302373324,86.87602118727447,,,,,,,,,
2004-09-03,2.4839847087860107,2.526953050986558,2.466846259800643,2.507331399830005,103048848,84.93737158296679,,,,,,,,,
2004-09-07,2.522979259490967,2.5334113596335484,2.4740499507085345,2.508822119189502,116950932,85.3069499037117,,,,,,,,,
2004-09-08,2.5408618450164795,2.558992722145969,2.4961545061837067,2.5021154689193663,99712188,85.48286284040991,,,,0.10696036217417107,,,,,
2004-09-09,2.541109800338745,2.5510447381001446,2.508573796113923,2.5465745485264732,81234684,85.48545771857462,,,,0.10235397501788898,,,,,
2004-09-10,2.616119146347046,2.6466693465639235,2.516024380910082,2.523476116745485,173977848,86.28416018145268,,,,0.10437476006331417,,,,,
2004-09-13,2.670016288757324,2.6926185407987595,2.64418544780655,2.6484074122832744,156882960,86.84434235725213,,,,0.10238366251962842,,,,,
2004-09-14,2.769117593765259,2.7817849076304797,2.652381524127024,2.6687748247687857,216579204,87.82867745384829,,,,0.10431364258990179,,,,,
2004-09-15,2.7817845344543457,2.837171961726561,2.737077195116372,2.7460187576362287,214261524,87.95275556574411,,,,0.10401229430563659,,,,,
2004-09-16,2.8307135105133057,2.8761659945233577,2.7730908767488733,2.790228376615909,185326488,88.44285807366268,,,,0.10394535312484,2.404468415060369,2.614889681339264,2.825310947618159,16.09408364571036,1.0128374925944652
2004-09-17,2.9181413650512695,2.9181413650512695,2.820282755683132,2.841890447753842,189450360,89.28190308486106,,,,0.10351058571364699,2.3942011171562405,2.636187720298767,2.8781743234412933,18.358829401959383,1.0825811038523405
2004-09-20,2.964587688446045,3.0202231101740926,2.9002586922592575,2.904729828909626,212575212,89.709332647932,,,,0.1046858594423033,2.367321508334732,2.649910402297974,2.9324992962612155,21.32818481094181,1.0567757489241658
2004-09-21,2.92683482170105,2.990915590149016,2.9186386452023436,2.9757641283823455,144575280,86.68335398952566,,,,0.10237093697832968,2.352844819978005,2.660391771793366,2.9679387236087265,23.120425726474394,0.9331745906355888
2004-09-22,2.940246343612671,2.9722873194728017,2.901251975517025,2.9159062762743235,151624224,86.8530092783632,,,,0.10013268033386159,2.3466623394546207,2.6771694064140323,3.007676473373444,24.69078468979768,0.8979898820604433
2004-09-23,3.0008504390716553,3.045805768945425,2.90646745980472,2.951671961765999,170713116,87.62051849004934,,,,0.10293308239149326,2.3357819654417433,2.6955739021301275,3.0553658388185116,26.695015588633296,0.9242403814707052
2004-09-24,2.9762611389160156,3.0823168699369887,2.974522376844617,3.0038307401920843,182469348,85.44103972064498,0.16072077020708564,,,0.10328032601298458,2.3295040451208897,2.7103769898414614,3.091249934562033,28.104794731366884,0.8490457287135751
2004-09-27,2.937265634536743,3.0023397709951425,2.925840870507449,2.969554595537743,141322536,81.95928600676413,0.15545947157807527,,,0.10136736704689238,2.333242575870061,2.7254160046577454,3.11758943344543,28.77897745646601,0.7700968682833549
2004-09-28,3.1508677005767822,3.1642794524540827,2.985698798258223,3.0127721839772974,338581080,85.45555128995643,0.16660523465451682,,,0.1103421135376386,2.3318285130473115,2.7562764286994934,3.1807243443516753,30.79864640807824,0.9648288486362137
2004-09-29,3.255681276321411,3.353540839313331,3.1352204074781462,3.1468941086660935,610329060,86.8066935511597,0.18180023188600636,,,0.11805485055889191,2.3253493946308224,2.791930449008942,3.2585115033870613,33.42354423934471,0.9969670574500475
2004-09-30,3.218921899795532,3.2859832706183245,3.204019609576701,3.226373636481643,275160564,83.86419878768424,0.18870097481589543,,,0.11547690845051561,2.3474544337432723,2.828379273414612,3.3093041130859513,34.00709686934838,0.906032912177934
2004-10-01,3.2929372787475586,3.334166857445698,3.2015358489219143,3.2487263904347703,302497200,84.9690112103289,0.19786146204413635,,,0.11670220131289193,2.366369639497731,2.866964113712311,3.367558587926891,34.92157239222512,0.9254673063497042
2004-10-04,3.354534149169922,3.399489480934348,3.32895153392042,3.359253511299344,260455284,85.83805617024292,0.20769736093705937,,,0.11597720137531317,2.3988412261595338,2.9104915857315063,3.422141945303479,35.15903375775452,0.9339316440722184
2004-10-05,3.4367458820343018,3.4407198573703504,3.2844922716587877,3.3445990627201807,299464236,86.9246514345402,0.2195948289484786,,,0.11885222882790243,2.427325496734492,2.956179916858673,3.4850343369828543,35.779582772225716,0.9543461743808307
2004-10-06,3.404705286026001,3.4387332522549485,3.37788106783886,3.416379224399173,267628104,84.21274784464781,0.22385775686618237,0.03471352442868947,0.1891442324374929,0.11470936851277286,2.472237257368237,2.999372088909149,3.526506920450061,35.14967906050144,0.8844682355100578
2004-10-07,3.4486680030822754,3.47425061864908,3.391541571976796,3.40073112425163,282301416,84.90846593980386,0.2281535694800838,0.031207469634072726,0.19694609984601108,0.11242363123845224,2.527557727100777,3.0447499990463256,3.561942270991874,33.97272499269516,0.8904911441508117
2004-10-08,3.4208500385284424,3.4692821834422523,3.403215374782403,3.4454383310228187,221390388,82.43301986016789,0.2267000970681048,0.02380319777767495,0.20289689929042984,0.10911242962569487,2.58321819479055,3.084986543655395,3.5867548925202404,32.529694490680065,0.8346798334658554
2004-10-11,3.359501838684082,3.4489162904027055,3.324481444637135,3.402718172947048,209442348,77.09488893571982,0.21808398624984626,0.012149669567533133,0.20593431668231313,0.11020688792140027,2.6436671176893243,3.1194608211517334,3.5952545246141425,30.504868035928194,0.752253251551608
2004-10-12,3.4126527309417725,3.417869490320029,3.3133033512374777,3.3391341899605944,233310456,78.39996517184737,0.2130881417005437,0.005723060014584447,0.20736508168595924,0.10980397729005392,2.6887365258212226,3.1516375780105594,3.6145386301998963,29.375271790072937,0.7819340674391597
2004-10-13,3.499584197998047,3.5654027818040923,3.479218106254288,3.5596909907284084,395324280,80.37000415535263,0.2136803675116985,0.005052228660591407,0.2086281388511071,0.1128715539737872,2.7341585739624024,3.1875275611877445,3.6408965484130866,28.44643558510325,0.8441530470799473
2004-10-14,3.5269057750701904,3.536343315923257,3.4414643573352937,3.5023165360408917,208842948,80.95783206015378,0.2138887572155186,0.004208494691529174,0.2096802625239894,0.1115863685890855,2.777493392236264,3.222337174415588,3.6671809565949123,27.610008394605828,0.8423320869660098
2004-10-15,3.5793116092681885,3.613835786332946,3.525662942039867,3.599678883672522,263895840,82.06710628785339,0.2157950691734456,0.004891845319564936,0.21090322385388066,0.10991397399651362,2.80747727131218,3.2553956866264344,3.703314101940689,27.518523610162568,0.861579153219787
2004-10-18,3.7047410011291504,3.705734376650372,3.50728383490469,3.5567105377980424,280726992,84.40822038886711,0.22483517881402415,0.01114556396811478,0.21368961484590937,0.11623801455002564,2.823822655230251,3.2924033522605898,3.7609840492909283,28.464355481147678,0.9399857393633348
2004-10-19,3.6744391918182377,3.785214055411076,3.6597848908543233,3.738022800244137,362197440,81.63550546409311,0.22693842318780622,0.010599046673517465,0.21633937651428875,0.11689452526479185,2.8647283282753926,3.329783570766449,3.7948388132575057,27.93306127004586,0.8705534198535744
2004-10-20,3.489400863647461,3.700517766522795,3.4672950643070695,3.676673915007202,454453092,67.1332385814496,0.21123917908882328,-0.004080157940372392,0.21531933702919567,0.12520368076128713,2.9253610276135245,3.357241296768189,3.789121565922853,25.72828289526935,0.6530048676893171
2004-10-21,3.710205078125,3.728833118519907,3.5174672595480363,3.5865156187253087,582996420,73.24185844265322,0.21414592883752803,-0.0009387265533341294,0.21508465539086216,0.13336286462636993,2.9676065692430305,3.392709028720856,3.8178114881986813,25.059765271889567,0.8734347359388844
2004-10-22,4.282706260681152,4.474947864337886,4.075314141133805,4.235763939727971,1474200324,82.38398975268785,0.2596524974333003,0.03565427363395052,0.2239982237993498,0.17846143045397822,2.9167445595113755,3.4580312848091124,3.9993180101068493,31.306062942551815,1.2617727697076113
2004-10-25,4.654521942138672,4.829128399804525,4.285686665228776,4.381310065006793,1309257432,85.78162952363566,0.32200729929915406,0.07840726039984339,0.24360003889931067,0.20474433821607785,2.832386681217607,3.543894100189209,4.25540151916081,40.153988739878784,1.280475236333264
