Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2010-02-12,13.241293907165527,13.341388681046825,13.176220472609128,13.237569340402189,91096812
2010-02-16,13.444463729858398,13.514753449229671,13.270601714766864,13.334434256540868,146029824
2010-02-17,13.367715835571289,13.496622756361452,13.352813782844068,13.461850353475278,81106812
2010-02-18,13.492151260375977,13.53661037573877,13.316302496488449,13.351074899057757,93382524
2010-02-19,13.431051254272461,13.512268576263077,13.404723726929747,13.425338990115952,102021876
2010-02-22,13.481720924377441,13.59845652041578,13.437013815802317,13.594730060388676,85698216
2010-02-23,13.289726257324219,13.50233417840213,13.220679321936492,13.486687212222186,114789096
2010-02-24,13.200311660766602,13.373427811612304,13.176467809003292,13.262653427768255,92970936
2010-02-25,13.0751314163208,13.126295694628597,12.915426553675015,13.09226820771406,132235632
2010-02-26,13.084322929382324,13.207268666040008,13.001862811500693,13.09972285497759,81890028
2010-03-01,13.23061466217041,13.24551766225446,13.107669880721224,13.143932112300776,89426484
2010-03-02,13.438502311706543,13.552754220760313,13.2882371090105,13.299909626283327,174097728
2010-03-03,13.544310569763184,13.61385442957176,13.393547493066036,13.47079131475915,123452424
2010-03-04,13.774551391601562,13.812800370250452,13.566165920422131,13.573616946403918,127224648
2010-03-05,14.013487815856934,14.099426401533368,13.90643988002789,13.942454123770899,156331512
2010-03-08,13.970518112182617,14.037580188334974,13.934007894071017,14.027644540096118,95360544
2010-03-09,13.913642883300781,14.024666214361261,13.82199203311616,13.90519706091082,126936936
2010-03-10,14.317497253417969,14.368413546340266,13.963812027762417,14.002309943514069,225969804
2010-03-11,14.43398380279541,14.559909175304615,14.26161161764039,14.263102390804116,169162668
2010-03-12,14.394244194030762,14.611322538868063,14.384805470133728,14.607845014640455,110025864
2010-03-15,13.98790454864502,14.143634970791311,13.809572112565432,14.074835080227658,185969844
2010-03-16,14.038076400756836,14.118052833258428,13.92779893820999,13.954374455049416,137122740
2010-03-17,14.047017097473145,14.193309735902242,14.014479436927338,14.115071125154751,132731136
2010-03-18,14.06788158416748,14.118549889371137,13.982440875529054,14.026154132132152,71016912
2010-03-19,13.90892219543457,14.10762096224501,13.841364141457698,13.90892219543457,191576232
2010-03-22,13.84682846069336,14.079057793035005,13.76685202932508,13.812304993532857,160031808
2010-03-23,13.635712623596191,13.866948129327685,13.461851540359254,13.835405258969512,219831948
2010-03-24,13.842605590820312,13.905195345663667,13.404723402798322,13.549027402044507,262345392
2010-03-25,13.980453491210938,14.206969607896443,13.875639361250776,13.88458021401414,157078764
2010-03-26,13.97573471069336,14.092470298034456,13.909419439429103,14.039815241935136,107740152
2010-03-29,13.969772338867188,14.026152903463018,13.923078486457399,13.983433499408632,124055820
2010-03-30,14.075580596923828,14.098430599229706,13.91587573013843,13.979211344002627,79036884
2010-03-31,14.085763931274414,14.150838310147256,13.978715058859732,14.034350713843176,121110768
2010-04-01,14.127490997314453,14.242985695946013,14.046769649267437,14.190826616591885,84023892
2010-04-05,14.182381629943848,14.278501001942843,14.132457294384153,14.17964901914167,75983940
2010-04-06,14.11308479309082,14.179401007265767,14.043043065891988,14.143882746030666,82321596
2010-04-07,13.996848106384277,14.126250071251322,13.955121597426103,14.090236773618608,103136760
2010-04-08,14.094952583312988,14.153569779925425,13.910162980789998,13.99138124347345,77822100
2010-04-09,14.063410758972168,14.126745428789585,14.008271082224546,14.094953626152916,82181736
2010-04-12,14.225103378295898,14.256645301160836,14.063411742920536,14.09147803438588,94001904
2010-04-13,14.573820114135742,14.626227186300223,14.18536433394647,14.2201357940504,156335508
2010-04-14,14.629205703735352,14.712161786161987,14.505267084689608,14.655532284028295,135971892
2010-04-15,14.785679817199707,14.848767442033704,14.611570769643526,14.707939075879255,270201528
2010-04-16,13.664275169372559,14.127739060432658,13.651359867199952,13.983435049928502,488930580
2010-04-19,13.663030624389648,13.75964880907148,13.53636129453835,13.629500062241917,155604240
2010-04-20,13.785728454589844,13.9004772879435,13.68687552254394,13.764120289116779,118976904
2010-04-21,13.767350196838379,13.915132684676642,13.714198212590706,13.820998158999787,95564340
2010-04-22,13.587526321411133,13.722641479631104,13.495379504283246,13.710223102788913,131096772
2010-04-23,13.536112785339355,13.643659530555603,13.468555676364371,13.592246312222553,83492424
2010-04-26,13.204534530639648,13.53611277971366,13.144179512677933,13.535616801835326,174577248
2010-04-27,13.140454292297363,13.37069591997484,13.095001329490785,13.137721681489122,153634212
2010-04-28,13.143683433532715,13.283765947834599,12.941010215208177,13.215959903948276,136107756
2010-04-29,13.21347427368164,13.325243447087798,13.081091731331009,13.247502707280812,122233644
2010-04-30,13.057001113891602,13.354551875880727,13.050542989662045,13.191868290660882,97318584
2010-05-03,13.178704261779785,13.236326670261048,13.041601396276608,13.076871671371672,74237688
2010-05-04,12.576892852783203,13.082829980290848,12.523244901061842,13.077365705598503,242808948
2010-05-05,12.661091804504395,12.809122253563231,12.430352321213684,12.443019632617922,183104712
2010-05-06,12.385645866394043,12.853830023170797,11.425185712896738,12.636005828847717,199803996
2010-05-07,12.248296737670898,12.550815793908633,11.954966523487897,12.417935369683237,203356440
2010-05-10,12.956408500671387,12.98546863786664,12.731631150638261,12.76565769197212,164954880
2010-05-11,12.643458366394043,12.912446852319048,12.622843103068451,12.80788260208467,132771096
2010-05-12,12.552553176879883,12.717722323164098,12.468355255906866,12.717722323164098,153917928
2010-05-13,12.688911437988281,12.965102017097829,12.676244125250834,12.828496080946056,132898968
2010-05-14,12.605705261230469,12.691642891527387,12.325540238132804,12.661340915644603,164475360
2010-05-17,12.616634368896484,12.626321082049508,12.37769891503839,12.58707825155074,111640248
2010-05-18,12.378194808959961,12.691145471123544,12.345906083312151,12.667053631240988,112906980
2010-05-19,12.280335426330566,12.404770017612202,12.114173387008382,12.325787440732455,137690172
2010-05-20,11.797994613647461,12.060525913613173,11.767941573940753,12.047858601390097,196335468
2010-05-21,11.724474906921387,12.04611937158261,11.534469963566305,11.650211691564724,387244368
2010-05-24,11.851395606994629,12.165091214358599,11.842454753551827,11.940064907192413,173650176
2010-05-25,11.849160194396973,11.858597971722668,11.524784043273927,11.627609531166511,120575304
2010-05-26,11.80942153930664,12.16434674191059,11.797747127877392,11.973347918957108,138884976
2010-05-27,12.181733131408691,12.227682076560082,11.94801301025291,12.044879198281508,112251636
2010-05-28,12.061767578125,12.255996871764246,11.996445208364689,12.23836126117821,115676208
2010-06-01,11.980796813964844,12.196634265207518,11.924913170621723,11.932613132319464,106565328
2010-06-02,12.254009246826172,12.266427624470083,11.958196297775794,12.087847189250823,101530368
2010-06-03,12.557769775390625,12.61737987936339,12.287042525103185,12.297225215860895,145881972
2010-06-04,12.386887550354004,12.648424995041381,12.336716173611968,12.41172524980478,156655188
2010-06-07,12.059036254882812,12.441282824623928,12.000172007707054,12.395333879791202,145162692
2010-06-08,12.040656089782715,12.141495774547877,11.860832875024087,12.116906062330393,107296596
2010-06-09,11.773405075073242,12.14248832482424,11.723234642866286,12.101258745416583,109050840
2010-06-10,12.09604263305664,12.133050722049322,11.818610219430258,11.931122420010096,103012884
2010-06-11,12.133051872253418,12.138268159058018,11.962171389896534,11.984028492943507,71196732
2010-06-14,12.001163482666016,12.282074351415586,12.001163482666016,12.28157742705328,81534384
2010-06-15,12.368757247924805,12.428616289656492,11.97608000325863,11.998433083215234,170213616
2010-06-16,12.450223922729492,12.518029966099716,12.322062862321951,12.323553635502124,91480428
2010-06-17,12.420666694641113,12.56447376164935,12.33646783296099,12.504368631972323,79012908
2010-06-18,12.419425964355469,12.504866677776253,12.372236127333416,12.481022823788317,114801084
2010-06-21,12.134541511535645,12.44277379656738,12.04338853378547,12.416197331563492,119220660
2010-06-22,12.077167510986328,12.334234572684561,12.064252207987067,12.167824513988618,88699212
2010-06-23,11.972848892211914,12.093062000728226,11.876232593233114,12.093062000728226,81082836
2010-06-24,11.8002290725708,11.99023496530211,11.754528121998941,11.913488073534445,75668256
2010-06-25,11.740121841430664,11.863563520372598,11.687466794507436,11.848909458958515,89718192
2010-06-28,11.725221633911133,11.861081709464013,11.648970715490217,11.737888946579204,70421508
2010-06-29,11.282620429992676,11.538195752377794,11.20463074696305,11.510627332698187,139943916
2010-06-30,11.051383972167969,11.371288761643523,11.045671707783244,11.300005191953709,143983872
2010-07-01,10.915771484375,11.137072265422786,10.77022469688754,11.059827498692837,140403456
2010-07-02,10.842748641967773,10.985065875022594,10.829087482437318,10.968673998022078,77362560
2010-07-06,10.830828666687012,11.118941642317056,10.770224714521406,11.02778772513463,102301596
2010-07-07,11.181779861450195,11.208853249923981,10.813690439011399,10.886463835956024,125062812
2010-07-08,11.339744567871094,11.358870951063391,11.16836812335116,11.264984422868842,106649244
2010-07-09,11.611217498779297,11.754528598015023,11.49423392665734,11.722240817863847,173086740
2010-07-12,11.818360328674316,11.908023465297054,11.700382915864427,11.732422704890803,133242624
2010-07-13,12.150436401367188,12.244569971324404,11.9288876322564,11.97781717379773,158892948
2010-07-14,12.203590393066406,12.26543429496059,12.082383425343796,12.167327214374525,124595280
2010-07-15,12.270153045654297,12.287042796341378,11.988497238536835,12.213276497863069,194133672
2010-07-16,11.415498733520508,11.687467800755675,11.413263047172483,11.651702498322807,312679008
2010-07-19,11.578681945800781,11.66486757305423,11.363589387838998,11.450272886048852,181829988
2010-07-20,11.961424827575684,11.996197231329564,11.440089599778103,11.450768268671897,162017820
2010-07-21,11.85983943939209,12.063507460128974,11.8084271662081,12.021283082738142,131052816
2010-07-22,12.041400909423828,12.144973204306227,11.983529567840586,12.002158080192359,85822092
2010-07-23,12.171798706054688,12.18496199773798,11.922182676758187,11.94105917967326,90485424
2010-07-26,12.14472484588623,12.188935028106044,12.043140243750424,12.14770449934234,79728192
2010-07-27,12.235629081726074,12.356587103041731,12.174529152215868,12.184712789308449,97949952
2010-07-28,12.029975891113281,12.300704096954272,11.988249384854036,12.293004134872362,99740160
2010-07-29,12.045869827270508,12.142487061591385,11.90529040727163,12.069713676459124,106912980
2010-07-30,12.042394638061523,12.104736410417244,11.900573353002203,11.913240666548853,85678236
2010-08-02,12.180490493774414,12.251773114685378,12.094304873710042,12.14522116672111,74273652
2010-08-03,12.166086196899414,12.231408574217525,12.08983526744598,12.182727014073421,72019908
2010-08-04,12.575654029846191,12.592542834517891,12.196387113524592,12.224453404850333,152347500
2010-08-05,12.61986255645752,12.632281880205715,12.507101419595235,12.564972761207036,96719184
2010-08-06,12.424144744873047,12.561246662252833,12.320573393487814,12.552802733410562,132647220
2010-08-09,12.551560401916504,12.555286861848266,12.452460420104051,12.474565511606817,74813112
2010-08-10,12.51082706451416,12.567705504460495,12.383162927114144,12.47704756366871,82877040
2010-08-11,12.213523864746094,12.369005351243391,12.207562665216308,12.362299238403038,88831080
2010-08-12,12.220231056213379,12.288285092863617,11.984276194805137,12.019793513144245,88095816
2010-08-13,12.079649925231934,12.199862079302706,12.07120410422808,12.145468266052848,77310612
2010-08-16,12.060774803161621,12.1670787665487,11.934352499984744,12.013335085906165,52147800
2010-08-17,12.183222770690918,12.287043059501777,12.071703466242809,12.133796301848822,75552372
2010-08-18,11.975334167480469,12.191915597858419,11.960432114146071,12.181235982273305,107348544
2010-08-19,11.623141288757324,11.984276631898487,11.6052576879372,11.94701960345127,156843000
2010-08-20,11.475357055664062,11.713050651859607,11.450519355979974,11.623139523065307,156547296
2010-08-23,11.526274681091309,11.630094971593623,11.368806429633352,11.46244308224647,119328552
2010-08-24,11.211337089538574,11.384702187795067,11.199662678521454,11.36806042563332,110397492
2010-08-25,11.291561126708984,11.370792646400854,11.17681229033391,11.17681229033391,103580316
2010-08-26,11.201152801513672,11.35713121518619,11.18774057559272,11.327327110048651,71008920
2010-08-27,11.396126747131348,11.424937951760448,11.118444434530945,11.240396312937676,92403504
2010-08-30,11.24362564086914,11.419225476452883,11.236919527625298,11.40407448778751,49206744
2010-08-31,11.177309036254883,11.29777013502214,11.127137656390055,11.179544722766613,77794128
2010-09-01,11.433382987976074,11.547882894732055,11.238906644105242,11.30050350306877,129002868
2010-09-02,11.504168510437012,11.535214452572147,11.432884944944965,11.495724582089832,67300632
2010-09-03,11.681010246276855,11.72025402112515,11.609975615785192,11.686474521431801,101514384
2010-09-07,11.534470558166504,11.613701128124214,11.500194134093503,11.536953287030267,68327604
2010-09-08,11.68796443939209,11.735652143013752,11.537202313377671,11.554091116833693,95975928
2010-09-09,11.82705307006836,11.931867192403878,11.687963472747164,11.8680356039226,97126776
2010-09-10,11.826059341430664,11.91671632673882,11.799732762646578,11.89759089167334,78893028
2010-09-13,11.978314399719238,12.029975606910652,11.910259419926959,11.944287856345765,89570340
2010-09-14,11.93261432647705,12.039912143982667,11.92392146165726,11.971857159167444,88571340
2010-09-15,11.93782901763916,11.96887590825869,11.884677036213604,11.920692224411313,96015888
2010-09-16,11.948261260986328,11.982784728478462,11.907278722863982,11.92069189547546,78701220
2010-09-17,12.174031257629395,12.200109847350951,11.951240669233613,12.015072257998217,225438336
2010-09-20,12.624333381652832,12.67723642355607,12.221471587407107,12.232400137500408,175963860
2010-09-21,12.752991676330566,12.914932246266558,12.63998159773154,12.659107035548633,178473348
2010-09-22,12.816078186035156,12.86028741824021,12.70878038136423,12.738088507897668,101382516
2010-09-23,12.753486633300781,12.907726270698648,12.699340810201349,12.78155292027822,92603304
2010-09-24,13.096491813659668,13.109904039879599,12.872210427668755,12.958644984757791,134141724
2010-09-27,13.173985481262207,13.333937400134838,13.135237682867702,13.135237682867702,124171704
2010-09-28,13.093512535095215,13.252968492622044,12.876931089160605,13.250236827923604,146041812
2010-09-29,13.106426239013672,13.236822985236026,13.032411953949337,13.110400687616991,86801112
2010-09-30,13.059235572814941,13.210245679655623,12.888602159666071,13.142936565330526,129634236
2010-10-01,13.055012702941895,13.179199302027238,12.98993833060501,13.163799380019977,88911000
2010-10-04,12.973795890808105,13.120335582972483,12.886864409869375,13.03837239949189,77542380
2010-10-05,13.368212699890137,13.412174891065066,13.078112025227197,13.123564989581743,140143716
2010-10-06,13.271843910217285,13.41093352603942,13.162311358344832,13.393795786267013,110381508
2010-10-07,13.16404914855957,13.342629570746967,13.142440983731477,13.318040806197308,95736168
2010-10-08,13.321517944335938,13.352564834009208,13.10468853406331,13.23260160593446,114253632
2010-10-11,13.383363723754883,13.526427793797668,13.341886151501747,13.374422870111582,104946948
2010-10-12,13.446698188781738,13.560950097304312,13.35728398090238,13.415155321744079,149993856
2010-10-13,13.49413776397705,13.598206034319908,13.47004592342482,13.586036592840317,122101776
2010-10-14,13.435273170471191,13.542570026708457,13.340393744318671,13.515994511464202,265098636
2010-10-15,14.93842887878418,14.943148240266002,14.693781192822241,14.884284002288776,592399008
2010-10-18,15.342287063598633,15.39146554444535,14.91607829554068,14.91607829554068,283644072
2010-10-19,15.096893310546875,15.270506387686797,14.973451612886397,15.122226989220371,183332484
2010-10-20,15.100618362426758,15.334089524694077,15.088696910039456,15.104591864381653,140862996
2010-10-21,15.200217247009277,15.299814149906735,15.051440918498404,15.188294847282064,116703180
2010-10-22,15.213628768920898,15.270506260889086,15.152031915069012,15.198476834497662,90153756
2010-10-25,15.312232971191406,15.51689293876521,15.274231979723556,15.28963095676327,126209664
2010-10-26,15.364391326904297,15.429713695703828,15.17637311786096,15.22778633607279,100415484
2010-10-27,15.31148910522461,15.39916550455832,15.208662663272571,15.294103375947252,89586324
2010-10-28,15.363895416259766,15.424001498905934,15.232753753686787,15.400405635243589,87284628
2010-10-29,15.24268913269043,15.374326778990033,15.225054468025983,15.326391082716821,91040868
2010-11-01,15.27497673034668,15.415556166300401,15.180843160475082,15.293108318092129,123360516
2010-11-02,15.28987979888916,15.399165310488998,15.264546118671166,15.366130721537449,79824096
2010-11-03,15.403634071350098,15.444615663024829,15.237720953584695,15.337070811703152,135084780
2010-11-04,15.505218505859375,15.64555090069442,15.451321613037276,15.514409240805506,142689168
2010-11-05,15.525336265563965,15.535518955248156,15.426731331511144,15.478144543842978,70557372
2010-11-08,15.567313194274902,15.634871252472893,15.476906077934714,15.49901022270666,83967948
2010-11-09,15.518879890441895,15.668649118266066,15.411831016585127,15.64753787674329,89398512
2010-11-10,15.470695495605469,15.47367609534074,15.337318153434554,15.450825146211205,99780120
2010-11-11,15.32936954498291,15.395436821131444,15.255354318722352,15.391711308252924,90373536
2010-11-12,14.984130859375,15.322167216951177,14.932468707995648,15.249890749328243,135584280
2010-11-15,14.78990364074707,15.001765695323556,14.754633367775897,14.978914745854377,139016844
2010-11-16,14.498064994812012,14.850009578955037,14.491358881575406,14.722594373982242,132163704
2010-11-17,14.493841171264648,14.641623646934518,14.439696289125054,14.529856358409106,97602300
2010-11-18,14.816977500915527,14.901921289943338,14.618278717593563,14.629207268991612,103496400
2010-11-19,14.674657821655273,14.850008711337905,14.662487433658322,14.827904568322444,91808100
2010-11-22,14.684342384338379,14.73948205572272,14.473970174527357,14.591202671977861,87376536
2010-11-23,14.480429649353027,14.629453960256143,14.360961454480123,14.579779505462652,86417496
2010-11-24,14.777483940124512,14.817968605262159,14.580771931873867,14.587229109129291,95760144
2010-11-26,14.654043197631836,14.728058431081024,14.579531039779397,14.665467726293187,52391556
2010-11-29,14.458076477050781,14.649076238842337,14.404427570517063,14.633428325595771,114273612
2010-11-30,13.80237102508545,14.264593081302198,13.742760918424642,14.264593081302198,284411304
2010-12-01,14.016963958740234,14.19628928775043,13.968530398167378,13.983433396236942,150013836
2010-12-02,14.202500343322754,14.240005359083503,14.041802557616803,14.124014680419432,101814084
2010-12-03,14.231807708740234,14.31824131818004,14.107621096616198,14.143635337180113,105142752
2010-12-06,14.364934921264648,14.45534392427261,14.321470601634367,14.41982660872804,83668248
2010-12-07,14.5830078125,14.728554596403615,14.554693534723498,14.685586255361224,121566312
2010-12-08,14.66745662689209,14.716635109439071,14.497321055537803,14.702973946581311,70205724
2010-12-09,14.691299438476562,14.792635103471879,14.629206603930296,14.750412619615842,74681244
2010-12-10,14.70893383026123,14.753144957456307,14.66124612531481,14.73203182287382,68119812
2010-12-13,14.768792152404785,14.976929663601192,14.755628860644514,14.830885937265455,95844060
2010-12-14,14.775994300842285,14.85994423188528,14.715639285757028,14.830139180994985,65666268
2010-12-15,14.661493301391602,14.814243120723525,14.632930088490502,14.758359479112569,86621292
2010-12-16,14.696515083312988,14.747679364724124,14.606106080120918,14.724829361624574,63812124
2010-12-17,14.673913955688477,14.717627213503096,14.596172260316893,14.67888130681359,123360516
2010-12-20,14.779719352722168,14.84976108263609,14.620760338117318,14.769536662004537,78853068
2010-12-21,14.978665351867676,15.01964693857796,14.843053280492537,14.866897129969841,75104820
2010-12-22,15.038773536682129,15.076278551340108,14.983883739967236,15.00176639295364,48251700
2010-12-23,15.007476806640625,15.051438993597788,14.95283500560609,15.035047115853223,44387568
2010-12-27,14.961530685424805,14.99630214264223,14.889999126836704,14.970471538671642,48275676
2010-12-28,14.875592231750488,14.998537002561104,14.85298927136865,14.953332028320053,42549408
2010-12-29,14.927253723144531,14.962274114568626,14.875592517059848,14.952091423929948,40727232
2010-12-30,14.874102592468262,14.935450514824424,14.837592372314527,14.852742414670077,39540420
2010-12-31,14.752645492553711,14.863171878815349,14.704461814936536,14.82144443160376,61510428
2011-01-03,15.010458946228027,15.04125784706262,14.814988765615375,14.814988765615375,94513392
2011-01-04,14.955070495605469,15.055911121472054,14.90539604248917,15.042001971712255,72907020
2011-01-05,15.127691268920898,15.158987093763308,14.903657876779151,14.904154801169494,101190708
2011-01-06,15.23772144317627,15.360169297737457,15.152032743877966,15.167679710497874,82229688
2011-01-07,15.310742378234863,15.355698418685254,15.154019995094082,15.297579087546307,83963952
2011-01-10,15.255355834960938,15.284663963069638,15.11502438316544,15.270008952492613,63104832
2011-01-11,15.300064086914062,15.369359963665875,15.262560016152332,15.34228752008697,57514428
2011-01-12,15.321423530578613,15.383020388359585,15.26926539716711,15.383020388359585,65242692
2011-01-13,15.316951751708984,15.39096698078668,15.254112115169626,15.323905853375722,53306640
2011-01-14,15.502983093261719,15.50521783314497,15.326637412233135,15.334585362593005,94529376
2011-01-18,15.886722564697266,15.945338821422542,15.530056726781485,15.549678142004243,144535320
2011-01-19,15.691003799438477,15.969430078670836,15.639093654747239,15.948566825214893,136107756
2011-01-20,15.567313194274902,15.748875179893654,15.480879580257868,15.702428364148174,219212568
2011-01-21,15.196242332458496,15.938879274919872,15.184568868554983,15.88548025281815,355819824
2011-01-24,15.177614212036133,15.212635551173722,14.932967441615764,15.0904356871732,183784032
2011-01-25,15.396927833557129,15.416301259235649,15.064355740863357,15.106082245534642,145726128
2011-01-26,15.312232971191406,15.461009294816487,15.281930994982087,15.407360390851213,81442476
2011-01-27,15.319435119628906,15.391711585208835,15.231510742459566,15.346756494418909,80687232
2011-01-28,14.927005767822266,15.408105246551733,14.89645580279215,15.376064508348906,169074756
2011-01-31,14.911357879638672,15.01343940101345,14.791890630212526,14.991831235416505,112083804
2011-02-01,15.176621437072754,15.233995856288274,14.979661424110514,15.013935957141614,109702188
2011-02-02,15.200464248657227,15.258583577245739,15.0894409311301,15.17562654852057,70357572
2011-02-03,15.154516220092773,15.186804948257086,15.054669435682225,15.137874458342562,59744196
2011-02-04,15.175130844116211,15.186555372375484,15.066591199994647,15.154515581026986,61969968
2011-02-07,15.257343292236328,15.359175879144754,15.131168035555714,15.154763898949092,71912016
2011-02-08,15.358926773071289,15.389973662500012,15.262806451484254,15.273239024127873,67728204
2011-02-09,15.312232971191406,15.385503289750895,15.208909611880307,15.321422759628224,73626300
2011-02-10,15.310742378234863,15.3370708526573,15.189536365016181,15.247655696155128,93282624
2011-02-11,15.510931968688965,15.523351292601241,15.225301716546612,15.244924077953929,103492404
2011-02-14,15.601587295532227,15.638595383574385,15.400156869579135,15.482120049607339,85034880
2011-02-15,15.502237319946289,15.649771800058904,15.47615872883791,15.580972857212522,83596320
2011-02-16,15.50397777557373,15.560606333355805,15.451321773401258,15.538998167520294,67292640
2011-02-17,15.52980899810791,15.579235466930342,15.406119304839601,15.430211147098882,59092848
2011-02-18,15.64952564239502,15.676846074372182,15.502984993881158,15.54818902625246,128587284
2011-02-22,15.156006813049316,15.521612551913227,15.095402859649868,15.39990866723619,145450404
2011-02-23,15.183573722839355,15.2675245960268,15.00176472028318,15.158985905931896,115468416
2011-02-24,15.121482849121094,15.227538824206347,14.935947363219862,15.185314446720332,108359532
2011-02-25,15.151782989501953,15.268021648921886,15.138371710205169,15.19698796430153,77218704
2011-02-28,15.235237121582031,15.31198496427809,15.101362850761088,15.15079026363648,91168740
2011-03-01,14.921293258666992,15.379791691132777,14.885030081220465,15.34402543810052,132795072
2011-03-02,14.922038078308105,15.051440026330669,14.7829484711894,14.897448366958942,80986932
2011-03-03,15.139862060546875,15.187798701345837,15.026603050482265,15.060879476057401,77734188
2011-03-04,14.917814254760742,15.125454797386409,14.907381683325829,15.109309015900584,120319560
2011-03-07,14.695272445678711,14.994065983660013,14.579530709342631,14.916077249797752,138369492
2011-03-08,14.711418151855469,14.852245586343281,14.659011082595862,14.726817129781066,91304604
2011-03-09,14.698005676269531,14.76606065777466,14.548484433246118,14.678881185291631,85953960
2011-03-10,14.413121223449707,14.570092545997134,14.392009034897967,14.540785364014283,124998876
2011-03-11,14.323954582214355,14.405669776514566,14.240004647913416,14.36145864957938,121158720
2011-03-14,14.157048225402832,14.363198030101575,14.108118680899937,14.226841023280059,112531356
2011-03-15,14.146368026733398,14.182134280953193,13.797154146381228,13.84682955204887,160063776
2011-03-16,13.836892127990723,14.152079422459591,13.692340142453428,14.107868298156385,151788060
2011-03-17,13.942702293395996,14.132459281770648,13.922335963330566,14.020195057665498,115856028
2011-03-18,13.935250282287598,14.107373539629245,13.902465576024442,14.024167569901053,131812056
2011-03-21,14.31873893737793,14.400703070810135,14.132956407833039,14.16276051469271,120715164
2011-03-22,14.339104652404785,14.386544368228169,14.219637401565201,14.337862814672139,75400524
2011-03-23,14.459319114685059,14.466521205822573,14.20697048676967,14.286202007986526,72575352
2011-03-24,14.576800346374512,14.614055481259797,14.375864927814364,14.540537167316456,83864052
2011-03-25,14.399212837219238,14.577296357775491,14.386793512372877,14.576552390903359,114221664
2011-03-28,14.290423393249512,14.529606819474033,14.274278556939182,14.457081416847165,88647264
2011-03-29,14.448638916015625,14.45261336488498,14.232057482010335,14.306320707502303,64127808
2011-03-30,14.451370239257812,14.542274272455556,14.420074415084029,14.51445597241722,56835108
2011-03-31,14.57357120513916,14.608342663047958,14.448886716385129,14.480182542939367,81094824
2011-04-01,14.698749542236328,14.782948408764652,14.623244486008183,14.623244486008183,104423472
2011-04-04,14.596420288085938,14.771771179379698,14.482664357608668,14.728554848669605,82097820
2011-04-05,14.134695053100586,14.442678414241469,14.04999925017774,14.432495722409191,241658100
2011-04-06,14.261116027832031,14.285455858275414,14.10762128610495,14.211441571619739,106625268
2011-04-07,14.405670166015625,14.421566068000784,14.261364263862754,14.299614192118218,101158740
2011-04-08,14.359966278076172,14.527122161262112,14.357483549414809,14.527122161262112,75995928
2011-04-11,14.340347290039062,14.358477931445805,14.231807644442926,14.311287151565045,74253672
2011-04-12,14.172446250915527,14.328921587231463,14.108861699706356,14.281481872647548,83340576
