DATE,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
2000-01-03,0.8392806053161621,0.8434978669097757,0.7624284506413466,0.7863277345584394,535796800
2000-01-04,0.7685207724571228,0.8294395147746263,0.7586797622371967,0.8116326279271748,512377600
2000-01-05,0.7797666788101196,0.8289709296928053,0.7722693977861117,0.7778923460408804,778321600
2000-01-06,0.7122870087623596,0.8022602953341212,0.7122870087623596,0.7957001550823573,767972800
2000-01-07,0.7460271716117859,0.7572739680821772,0.7160363984143142,0.7235336787768919,460734400
2000-01-10,0.7329064011573792,0.7666458537675348,0.7104128988523117,0.7647715203745259,505064000
2000-01-11,0.6954174637794495,0.7450903256747055,0.6785477629165049,0.7193167530801458,441548800
2000-01-12,0.6537111401557922,0.7160364721357444,0.6485558865775317,0.7122869556418895,976068800
2000-01-13,0.7254080176353455,0.7404034304245253,0.6935429093605644,0.70842074777454,1032684800
2000-01-14,0.7530558705329895,0.7666454945189898,0.745089994885219,0.7497758011454992,390376000
2000-01-18,0.7792981863021851,0.7947629968576855,0.7530560241547781,0.7572740865336353,459177600
2000-01-19,0.7989802360534668,0.8153813877527537,0.7750809516585904,0.7919506991116363,597643200
2000-01-20,0.850996196269989,0.9109777668010772,0.850996196269989,0.8659915638762788,1831132800
2000-01-21,0.8345947861671448,0.8566189359993025,0.8261595123055347,0.8566189359993025,495924800
2000-01-24,0.7966374158859253,0.8453722287555642,0.7882020910634303,0.8130385187365555,440876800
2000-01-25,0.8416234254837036,0.8481844661908706,0.7675836012113953,0.7872648213208211,497145600
2000-01-26,0.8261595368385315,0.8561503656851539,0.8228795167358781,0.8247537996365505,367158400
2000-01-27,0.82475346326828,0.8472470011795658,0.8022599754099276,0.8158495970358994,340144000
2000-01-28,0.7619602084159851,0.831314312775591,0.7544629232920529,0.8111645362592291,423348800
2000-01-31,0.777892529964447,0.7788297215971289,0.7085384971864483,0.7572742139395244,701680000
2000-02-01,0.7516500949859619,0.7872647157397423,0.7497758124958298,0.7797665847203613,318035200
2000-02-02,0.7408722639083862,0.7657086949104797,0.7272825838063829,0.7553999365597681,464195200
2000-02-03,0.7746123671531677,0.7816419037428499,0.7516502253631562,0.7521188210934405,475193600
2000-02-04,0.8097584843635559,0.824753849643114,0.7769553282238356,0.7792982570711631,425320000
2000-02-07,0.8552132248878479,0.8566190122261323,0.7942944721853197,0.8097584832771441,441067200
2000-02-08,0.8613055944442749,0.8706771087788051,0.8341262407984135,0.8547445533722419,408643200
2000-02-09,0.8444347977638245,0.8781750864285573,0.8430291109037811,0.8556815940206977,299364800
2000-02-10,0.850996196269989,0.8538076712806546,0.8247539776147131,0.8463103378482605,302982400
2000-02-11,0.8153814673423767,0.855681857317319,0.8116328010523042,0.8519331910272465,212251200
2000-02-14,0.8683342933654785,0.8688028891374756,0.8144442279441758,0.8195986312772773,367539200
2000-02-15,0.8922336101531982,0.8992631476165063,0.8636485663120017,0.8641171621005228,485744000
2000-02-16,0.8556815385818481,0.885673160166857,0.8406861782658044,0.8828608856759954,378246400
2000-02-17,0.8613055944442749,0.8659913516115401,0.8481845133592516,0.8636484730279075,289497600
2000-02-18,0.8341264724731445,0.8650544004005437,0.8313141464703079,0.8594314501957158,233441600
2000-02-22,0.8533389568328857,0.8767696471681904,0.7999174353471263,0.8256910545676807,422296000
2000-02-23,0.8716141581535339,0.8922333683189076,0.8322509213159351,0.8490039419826493,473099200
2000-02-24,0.8637650609016418,0.8931705650301038,0.8378747249969355,0.8795808903407447,376432000
2000-02-25,0.8275653123855591,0.8772382162148745,0.8256910293980424,0.8608370638296386,249144000
2000-02-28,0.849121630191803,0.8622427116702888,0.8125699102151474,0.825690991693633,328328000
2000-02-29,0.859431266784668,0.8791124892547891,0.8439665052738433,0.8514645380922728,368961600
2000-03-01,0.977051317691803,0.9901723957286402,0.8884846415784378,0.8889532372074846,1077003200
2000-03-02,0.9147272706031799,0.959244979544786,0.904886256775587,0.9522162416867023,311259200
2000-03-03,0.9597131609916687,0.961470820383714,0.8997316077290456,0.93628247414563,323366400
2000-03-06,0.9423750638961792,0.9681486331824704,0.937219809466978,0.944717942739261,210560000
2000-03-07,0.9212875962257385,0.9554965031345801,0.9081665087894057,0.9479983670631369,273011200
2000-03-08,0.9147272706031799,0.9292541430381396,0.8889536968325703,0.9212874125899337,271230400
2000-03-09,0.9166013598442078,0.9372196716698372,0.8866105329651158,0.9062917534548401,276718400
2000-03-10,0.9428436756134033,0.9592448288511932,0.9072289935041945,0.9123842480204832,248606400
2000-03-13,0.909572184085846,0.9484668456152634,0.8959825023670741,0.9156645315089065,303956800
2000-03-14,0.8566188216209412,0.9315966322940514,0.8547444389202952,0.9088687910427559,428579200
2000-03-15,0.8716141581535339,0.9016057820785721,0.8556816053444882,0.8669284017501976,443609600
2000-03-16,0.911446213722229,0.9147270848969918,0.8584932893174239,0.8795811003053915,378100800
2000-03-17,0.9372193813323975,0.9372193813323975,0.8969189605484439,0.9006685260013096,305043200
2000-03-20,0.9222240447998047,0.9465918161719834,0.9175381890354456,0.925973510237094,204489600
2000-03-21,1.011729121208191,1.0253186991401133,0.9119156173571735,0.9189443538423382,524328000
2000-03-22,1.0810837745666504,1.0824903636329466,0.9864246649936675,0.9955628389967172,567996800
2000-03-23,1.0595275163650513,1.1274758015626312,1.049686505167296,1.064681869360405,562564800
2000-03-24,1.0398457050323486,1.0792089569658831,1.015946416176829,1.067962156246989,446913600
2000-03-27,1.046406626701355,1.0853012820226353,1.0262560048691225,1.0318798555937527,279182400
2000-03-28,1.0431263446807861,1.0646818486890555,1.0281300798256832,1.029067271299699,202966400
2000-03-29,1.0192270278930664,1.0454691891567245,1.0034111965171562,1.045000693540903,239836800
2000-03-30,0.9428436756134033,1.0323482759427212,0.9405006966248263,1.0014195518106663,414400000
2000-03-31,1.0182902812957764,1.0290675861204235,0.9447181253242316,0.955496331102291,404633600
2000-04-03,0.9995453357696533,1.04593812940806,0.9704916907113581,1.015946491750141,328563200
2000-04-04,0.9545589089393616,0.9972022249249907,0.8753638217306554,0.9943907504273444,660329600
2000-04-05,0.9775205254554749,0.9962645472105395,0.929722078720306,0.948231752653148,457665600
2000-04-06,0.938626229763031,1.0084488919642303,0.9240985616072711,0.9793952574529672,259627200
2000-04-07,0.9878301024436951,0.9887671941506272,0.9409695107406703,0.9540905965446456,242435200
