DATE,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT
2000-01-03,35.6014289855957,36.231373841641094,34.20791460707105,35.84958908040146,53228400
2000-01-04,34.39883041381836,35.77325649028613,34.284294907446046,34.685169179749145,54119000
2000-01-05,34.76152038574219,35.54417954873803,33.40618378640792,33.94068272699045,64059600
2000-01-06,33.59708786010742,34.78062163699757,33.1007672439922,34.26521176641638,54976600
2000-01-07,34.0361213684082,34.28428153542408,32.77623128971222,33.17710540566094,62013600
2000-01-10,34.2842903137207,34.72334302931957,34.01704083466052,34.646986035302376,44963600
2000-01-11,33.40620040893555,34.895162484305246,33.196218577793665,34.05523515973772,46743600
2000-01-12,32.318092346191406,33.253465367433805,31.8981289488989,33.13892989544494,66532400
2000-01-13,32.92897033691406,33.177130693076315,31.000955262115035,31.879061137766076,83144000
2000-01-14,34.2842903137207,34.79970002333677,32.29900846927362,32.73806118487249,73416400
2000-01-18,35.219669342041016,35.58236512388317,34.13158199651454,34.15067124819045,81483600
2000-01-19,32.6807975769043,34.055223643222696,32.375369562166874,33.74979562848527,97568200
2000-01-20,32.375370025634766,33.50163584610201,32.33719152324604,32.699887295938886,56349800
2000-01-21,31.68816375732422,32.75716205275202,31.535449715120247,32.68080503165004,68416200
2000-01-24,30.924585342407227,32.27992210741396,30.79096059092769,31.702472288520248,63597600
2000-01-25,31.401803970336914,31.72632109343462,30.409163358508636,30.848215936817297,59823200
2000-01-26,30.351905822753906,31.61179625313237,30.27554882697339,31.28727902106519,49365000
2000-01-27,30.161001205444336,30.905481614945806,29.702859414981887,30.509379858608487,63654800
2000-01-28,30.008316040039062,30.61917234619762,29.702887886959786,29.970137520904153,58225400
2000-01-31,29.89377212524414,29.989218396397536,28.977487922171523,29.817415108321423,73194200
2000-02-01,31.439990997314453,31.535437235921965,29.83649418870825,30.084654409087783,70196600
2000-02-02,30.79096221923828,31.745424780281002,30.695515963134007,31.287282750980495,49915600
2000-02-03,31.649978637695312,31.821781899299204,30.580980565493295,31.172747355462267,49186000
2000-02-04,32.54718017578125,32.986233046187685,31.807471535422586,31.879056242554068,55365400
2000-02-07,32.56625747680664,32.64261446971826,31.840866044146235,32.623525221490354,40005800
2000-02-08,33.57798385620117,33.59707310228201,32.50898607567402,32.50898607567402,56229000
2000-02-09,31.764516830444336,33.42528183299762,31.726338324638515,33.42528183299762,55090000
2000-02-10,32.375370025634766,32.547173286384,31.306371958750596,31.73110779782511,54527800
2000-02-11,30.52371597290039,32.03176698094238,30.275555680437787,32.03176698094238,115559000
2000-02-14,30.42825698852539,31.077291328305733,30.25645378093648,30.91980505468256,81028600
2000-02-15,30.103763580322266,30.542816568494374,29.970138757835105,30.466459527073138,71027600
2000-02-16,29.817419052124023,30.60007857910039,29.664704998079852,30.313739727767572,65202600
2000-02-17,30.42825698852539,30.447346233813047,29.669459488341023,30.084650573347563,80343400
2000-02-18,29.034746170043945,30.561886008047573,28.97747842611881,30.542796760072527,79063000
2000-02-22,28.652957916259766,29.664687942616705,28.34752998377465,29.053832077646476,66296200
2000-02-23,28.786584854125977,29.2447267881439,28.118461200349845,28.557513887117018,75847200
2000-02-24,28.939306259155273,29.282912797852365,28.099379164562375,28.786592241956562,69733200
2000-02-25,27.8894100189209,28.92500241695407,27.641249628608804,28.92023010175576,65301400
2000-02-28,27.965747833251953,28.137551062261693,26.91583921152577,27.56487363222923,76131800
2000-02-29,27.297622680664062,28.02301405259779,27.14490870762538,28.02301405259779,58437400
2000-03-01,27.73668098449707,28.738866636036025,27.16400346933196,27.3739852248925,106889800
2000-03-02,28.51934051513672,29.13019653687994,27.832127490675592,28.042109248149824,106932600
2000-03-03,29.3592586517334,30.199185427205613,28.672045835437945,28.939295263997288,101435200
2000-03-06,27.679407119750977,29.741045719015187,27.526693149435108,29.32108230064655,93609400
2000-03-07,28.366621017456055,29.77922529423381,28.080282312703805,29.35926186059718,135061000
2000-03-08,29.187471389770508,29.378363943006416,27.79395575114837,28.65297224070996,94290000
2000-03-09,30.542797088623047,30.542797088623047,29.015657234191895,29.11110347509384,88198800
2000-03-10,30.848237991333008,31.306380139719142,30.390095842946874,30.40918509912963,85589000
2000-03-13,29.931943893432617,30.619156890985916,29.77922989397633,29.8174083938404,61831800
2000-03-14,29.0538387298584,30.313729239825975,29.0538387298584,30.122836738315737,73489200
2000-03-15,29.130197525024414,29.511982551564707,28.614787739195016,28.882037257773224,53208000
2000-03-16,29.130197525024414,29.531071802891724,28.481162979905914,29.302000786967547,77300800
2000-03-17,30.351905822753906,30.390084320644164,28.862944405033904,29.09201539237544,81161600
2000-03-20,29.741046905517578,30.46643829345703,29.473797446803044,30.16101034064042,47773000
2000-03-21,31.382726669311523,31.497262168104633,29.473801689426395,29.550158688621803,81648800
2000-03-22,31.535438537597656,32.26082998095644,30.886404088276638,31.40181379803156,93975800
2000-03-23,34.16975021362305,34.47517814849342,32.56625355555359,32.62352129334178,148224000
2000-03-24,34.112491607666016,35.124221912761875,33.4634570723215,34.39883037325919,112196800
2000-03-27,31.783594131469727,33.06257359501836,31.745415640020514,32.914631940652654,111434000
2000-03-28,31.859952926635742,32.81441526715808,31.268186275511894,31.64997121172083,81114400
2000-03-29,32.73805236816406,33.27255118233817,32.10810733717315,32.12719658053651,64363800
2000-03-30,31.573631286621094,33.17712888521612,31.306381686855254,32.432647857297,64178400
2000-03-31,32.451717376708984,33.06257323321174,31.8026830291748,32.37536039464614,64281400
2000-04-03,27.75577735900879,29.47381034546738,27.488527783337453,28.84386491709923,260118200
2000-04-04,27.049474716186523,28.099383755982046,25.94229791058397,27.96575896909898,181244400
2000-04-05,26.3813533782959,27.030388121321987,26.228639321113285,26.954031092730684,82887600
2000-04-06,26.26680564880371,26.877661594124724,26.04250698138115,26.839483097542164,66421400
2000-04-07,27.202173233032227,27.297619454902517,25.961372348718477,26.572228168688323,82613600
2000-04-10,26.2858943939209,27.068553558881508,26.266805145995033,27.068553558881508,60685400
2000-04-11,25.617767333984375,26.28589092317175,25.503231861552255,25.999552242091447,71961800
2000-04-12,24.24333953857422,25.121444750207615,24.052447101262608,25.083266262745294,153003800
2000-04-13,24.205169677734375,25.121453703389935,24.12881267559641,24.701490191631137,94316200
2000-04-14,22.639856338500977,24.28153226186614,22.37260676958107,24.166996732329036,151217800
2000-04-17,23.174341201782227,23.212519688111357,22.296236016212223,22.678020879503528,119772200
2000-04-18,24.606042861938477,25.026006355315236,23.174349134517694,23.365241631507132,91794600
2000-04-19,24.033374786376953,24.89239135936104,23.861571471780135,24.87330210218361,53715400
2000-04-20,24.109725952148438,24.3960647401787,23.670673143835362,24.01427968947168,52387400
2000-04-24,20.349138259887695,20.769101713656486,19.85281781452458,20.540030738873508,313645800
2000-04-25,21.189071655273438,21.227250162760416,20.65457255045573,20.998179117838543,159517400
2000-04-26,20.769102096557617,21.723564509083243,20.578209614052493,21.379958040574017,107091200
2000-04-27,21.322689056396484,21.360867550678304,20.578208417900996,20.597297665041904,77669800
2000-04-28,21.30360221862793,21.685387204624845,20.845460235431627,21.609030207425462,78082600
2000-05-01,22.42987060546875,22.60167386968085,21.895371561253327,22.258067341256652,107811000
2000-05-02,21.341787338256836,22.448964141135992,21.22725180692451,22.238982333693393,97716200
2000-05-03,21.551767349243164,21.628124363766613,21.01726824757903,21.49449958835058,55354800
2000-05-04,21.513587951660156,21.761748238591462,21.169981400524502,21.475409445978418,43317200
2000-05-05,21.723569869995117,21.933551652569765,21.34178481076849,21.456320328536478,36402200
2000-05-08,21.322689056396484,21.799920234919234,21.284510562114665,21.666295504932865,36187600
2000-05-09,20.71183204650879,21.513580383793,20.616385815879713,21.43722339928974,60778400
2000-05-10,20.21551513671875,20.730924871082685,20.081890390772546,20.69274637224091,67740000
2000-05-11,20.730918884277344,20.807275859910042,20.081884591399415,20.349134006113857,58390800
2000-05-12,21.017263412475586,21.30360215106517,20.845460169321836,20.90272791703975,37886000
2000-05-15,21.189071655273438,21.208160909016925,20.769108072916666,21.0745361328125,33899600
2000-05-16,21.22724151611328,21.57084794353238,21.093616794339187,21.24633076208101,48410600
2000-05-17,20.673648834228516,21.11270139488157,20.54002414185585,21.036344427811475,53242000
2000-05-18,20.21551513671875,20.788192619345345,20.12006888961432,20.788192619345345,53640400
2000-05-19,19.871904373168945,20.13915380758236,19.70010116533175,19.967350599745163,66578000
2000-05-22,19.604663848876953,19.92918116672594,19.070164737125683,19.891002658743705,69955000
2000-05-23,19.29923439025879,20.024625989497004,19.261055885035724,19.50921616898564,57963200
2000-05-24,20.02462387084961,20.330051880319196,19.241964596583802,19.2801430977675,85482400
2000-05-25,18.783824920654297,19.776466074997817,18.66928940284543,19.719198316093383,94348800
2000-05-26,18.764734268188477,19.127430047532915,18.440216991932928,18.95562678363292,55822000
2000-05-30,19.356510162353516,19.585581288535213,18.936546431020403,19.07017125462639,68536400
