Date,Actual,Predicted,Log_Return,Close,Proba
2016-03-16,1,1,0.0078682911745766,47.260887145996094,0.5328108486737917
2016-03-17,1,1,0.0140818956357983,47.93111801147461,0.5211723823199492
2016-03-18,0,1,0.0056876408266602,48.20450973510742,0.5029361732921132
2016-03-21,1,0,-0.0216375085566429,47.17268753051758,0.4909806263344958
2016-03-22,1,0,0.0068935986600023,47.499000549316406,0.4867309877710382
2016-03-23,0,0,0.0038912023921048,47.68418884277344,0.48590752712659674
2016-03-24,1,0,-0.0018511339454558,47.59600067138672,0.4440577722392088
2016-03-28,0,0,0.0044372015014056,47.80766296386719,0.4701175983396275
2016-03-29,1,0,-0.0124364867916226,47.2167854309082,0.48079728604649286
2016-03-30,1,0,0.0216172799744771,48.24859619140625,0.426901842697087
2016-03-31,1,0,0.0061955451753852,48.5484504699707,0.45855891273734906
2016-04-01,1,0,0.0032643315418669,48.70718765258789,0.43756867407996014
2016-04-04,0,0,0.006137157545851,49.00703048706055,0.43634239743603137
2016-04-05,0,0,-0.0025224637424623,48.883567810058594,0.42919019467539044
2016-04-06,1,0,-0.0158197789201592,48.11632537841797,0.4673457373644103
2016-04-07,0,0,0.0102114474746135,48.61017990112305,0.4604145960160021
2016-04-08,0,0,-0.0120460204067802,48.028133392333984,0.46635930357196287
2016-04-11,0,0,-0.000734724904728,47.99285888671875,0.45629420428342043
2016-04-12,1,0,-0.0020233411115382,47.89585113525391,0.44509776818382907
2016-04-13,1,0,0.0062407948029626,48.19569396972656,0.42511768324128724
2016-04-14,1,0,0.0127274537555594,48.81302261352539,0.4168059749511587
2016-04-15,1,0,0.0001805864281508,48.82183837890625,0.43569530069551904
2016-04-18,1,0,0.0052248138126709,49.07759094238281,0.43848136312332325
2016-04-19,0,0,0.0144503349025208,49.79192733764648,0.4470016399545003
2016-04-20,0,0,-0.0012406703142106,49.73019027709961,0.45699496978714793
2016-04-21,1,1,-0.0142882540715502,49.02468490600586,0.5472206510174453
2016-04-22,0,0,0.003411899005399,49.19223785400391,0.47096159560169804
2016-04-25,1,1,-0.0744114525948672,45.66464614868164,0.5302962617628322
2016-04-26,0,1,0.0063527489245961,45.955665588378906,0.5487208220071071
2016-04-27,0,1,-0.0129406772921566,45.36479949951172,0.5973764201500447
2016-04-28,0,0,-0.0097678609624165,44.9238395690918,0.4809751189162686
2016-04-29,0,0,-0.0206270852390302,44.006683349609375,0.499091889909765
2016-05-02,1,1,-0.0006015112359478,43.98022079467773,0.5695677523190067
2016-05-03,0,1,0.0147293748164462,44.63281631469727,0.5789892134114957
2016-05-04,1,1,-0.0165356480031538,43.90085220336914,0.6006734729828886
2016-05-05,1,1,0.0018062731867075,43.98022079467773,0.5601253538063498
2016-05-06,1,1,0.0014026750892456,44.041954040527344,0.5652516624485769
2016-05-09,0,1,0.0089703852691649,44.43880462646485,0.5469168093852671
2016-05-10,1,1,-0.0063704652207699,44.15660858154297,0.529320291295488
2016-05-11,1,1,0.0187957766564859,44.994415283203125,0.5032444356187994
2016-05-12,1,0,0.0005876179584529,45.0208625793457,0.44104634045119456
2016-05-13,0,0,0.0089706127592591,45.426544189453125,0.4740699769907231
2016-05-16,1,0,-0.00838317052887,45.04731750488281,0.4672805398757711
2016-05-17,0,0,0.0145761780238872,45.708744049072266,0.473056248526269
2016-05-18,1,1,-0.0188279419004235,44.85619354248047,0.526595501018978
2016-05-19,0,0,0.0059219910924499,45.12261962890625,0.4993788692898375
2016-05-20,1,1,-0.0096907832043454,44.68745803833008,0.5251865076023867
2016-05-23,0,1,0.0059442007695687,44.953880310058594,0.5408831435195927
2016-05-24,1,1,-0.0117240472952525,44.42991638183594,0.5689731961757775
2016-05-25,1,1,0.0307054775898809,45.8153190612793,0.5184338327599811
2016-05-26,0,1,0.0102205173825147,46.28597640991211,0.5261873944107751
2016-05-27,1,1,-0.0044225560041269,46.08172607421875,0.52350245098952
2016-05-31,1,1,0.0082525756697233,46.46359252929688,0.519731886073949
2016-06-01,0,0,0.0129133095093622,47.067481994628906,0.4752633644082327
2016-06-02,0,0,-0.002834269171545,46.934268951416016,0.4865503055768594
2016-06-03,0,0,-0.0070252894662851,46.60569763183594,0.43650249776019956
2016-06-06,1,0,-0.0132354134750353,45.99291610717773,0.4897826716044079
2016-06-07,0,1,0.0065439005917731,46.29487609863281,0.504207910599971
2016-06-08,0,0,-0.0005758945161981,46.26822280883789,0.47336748654764804
2016-06-09,0,0,-0.0011522896966789,46.21493911743164,0.4716978247109644
2016-06-10,0,0,-0.0081036707151438,45.841941833496094,0.4595368404979121
2016-06-13,0,0,-0.0027155490210291,45.71762466430664,0.491008314901783
2016-06-14,0,0,-0.0263741628901204,44.52762222290039,0.4839621158502997
2016-06-15,0,1,-0.006202108667641,44.25231170654297,0.5038678228917561
2016-06-16,1,1,-0.0028136664562755,44.12797546386719,0.5366782222358398
2016-06-17,0,0,0.0139892303685369,44.749629974365234,0.49529713804997605
2016-06-20,0,1,-0.0051730871001526,44.51873397827149,0.5034216107086333
2016-06-21,1,1,-0.0011975992860928,44.465450286865234,0.5172206939991641
2016-06-22,0,0,0.0221223226305464,45.46009063720703,0.4959891380896252
2016-06-23,1,0,-0.0039149832815713,45.28246307373047,0.4741704094791903
2016-06-24,0,0,0.0178818341487656,46.09947967529297,0.44950380731001605
2016-06-27,0,0,-0.0408940510237565,44.25231170654297,0.38036402968046074
2016-06-28,1,0,-0.0284977100086703,43.0090217590332,0.43701563966075496
2016-06-29,1,1,0.0206402607015585,43.90596389770508,0.5613574702052044
2016-06-30,1,1,0.0220051885870353,44.88283157348633,0.5464276210139083
2016-07-01,0,1,0.0123882653968273,45.44231033325195,0.5077401692428332
2016-07-05,1,0,-0.0001950254250742,45.43344879150391,0.4891581897500734
2016-07-06,1,0,0.0001950254250742,45.44231033325195,0.4886553835342672
2016-07-07,0,1,0.0040959686943461,45.62882232666016,0.5595414175297995
2016-07-08,1,0,0.0,45.62882232666016,0.49757033871684475
2016-07-11,1,1,0.017747211959734,46.44583511352539,0.5359262533264548
2016-07-12,1,0,0.0055295090354597,46.703369140625,0.4946520481714473
2016-07-13,1,0,0.0117207113482645,47.25398635864258,0.48546483016899855
2016-07-14,1,1,0.0056221761067556,47.52040481567383,0.5025472151045607
2016-07-15,0,0,0.0042889499752375,47.72465515136719,0.4481956753360062
2016-07-18,1,0,-0.0007446780910904,47.68912887573242,0.4854423890679009
2016-07-19,0,0,0.0048298478735437,47.92001724243164,0.4306364321324737
2016-07-20,1,0,-0.0162543703865264,47.147403717041016,0.4783050922104493
2016-07-21,0,0,0.0517547431447258,49.65175247192383,0.4861967072991866
2016-07-22,1,0,-0.0019694533930391,49.55406188964844,0.4668756587535668
2016-07-25,1,0,0.0137053326949093,50.237892150878906,0.4869048475070311
2016-07-26,1,0,0.0028239692563012,50.37996292114258,0.4401861466232046
