,accuracy,precision,recall,roc_auc
AAPL,0.5322740814299901,0.5727279855720223,0.5073375262054507,0.5073375262054508
GOOGL,0.4558093346573982,0.4608531161554901,0.4624152327534303,0.46241523275343027
MSFT,0.5034756703078451,0.4822318669033998,0.48932041137364335,0.4893204113736433
