,accuracy,precision,recall,roc_auc
AAPL,0.522343594836147,0.5263724434876211,0.9226415094339623,0.500104821802935
GOOGL,0.5362462760675273,0.5357512953367876,0.9645522388059702,0.5066922552840891
MSFT,0.5263157894736842,0.5269526952695269,0.9106463878326996,0.5083377469309027
