,accuracy,precision,recall,roc_auc
AAPL,0.5183714001986097,0.5263774912075029,0.8471698113207548,0.500104821802935
GOOGL,0.5273088381330685,0.5307377049180327,0.9664179104477612,0.4970093798523307
MSFT,0.5263157894736842,0.5258711721224921,0.9467680608365019,0.5066480636822842
