,accuracy,precision,recall,roc_auc
AAPL,0.5173783515392254,0.5254041570438799,0.8584905660377359,0.4984276729559749
GOOGL,0.5094339622641509,0.5271317829457365,0.7611940298507462,0.49206198307823934
MSFT,0.522343594836147,0.5230296827021494,0.9714828897338403,0.5013339604594358
