Date,Actual,Predicted,Log_Return,Close,Proba_0,Proba_1,Proba_2
2016-03-16,0.0,0.0,0.0078682911745766,47.260887145996094,0.2704648683937023,0.49388753440472277,0.23564759906422017
2016-03-17,0.0,0.0,0.0140818956357983,47.93111801147461,0.2823727071605777,0.4168834175671309,0.3007438864481625
2016-03-18,-1.0,0.0,0.0056876408266602,48.20450973510742,0.27865346963980997,0.43154973630258286,0.28979678288173627
2016-03-21,0.0,0.0,-0.0216375085566429,47.17268753051758,0.2632648488771276,0.45007726335886733,0.28665787658813435
2016-03-22,0.0,0.0,0.0068935986600023,47.499000549316406,0.2589249742769929,0.4907334736833929,0.2503415613528401
2016-03-23,0.0,0.0,0.0038912023921048,47.68418884277344,0.269836995833102,0.4883106359046435,0.2418523570863837
2016-03-24,1.0,0.0,-0.0018511339454558,47.59600067138672,0.2876480996873304,0.46357573403094243,0.24877617186966267
2016-03-28,1.0,0.0,0.0044372015014056,47.80766296386719,0.30655228703826404,0.4553463835772984,0.23810133310972798
2016-03-29,1.0,0.0,-0.0124364867916226,47.2167854309082,0.28933034783229933,0.4238838033353627,0.28678584138175767
2016-03-30,0.0,0.0,0.0216172799744771,48.24859619140625,0.3770184238558445,0.38051666925508637,0.24246491620229507
2016-03-31,0.0,0.0,0.0061955451753852,48.5484504699707,0.3500068082315827,0.42174358401789924,0.22824959471200207
2016-04-01,-1.0,0.0,0.0032643315418669,48.70718765258789,0.35416898159754007,0.4079537614501343,0.23787727185348684
2016-04-04,-1.0,0.0,0.006137157545851,49.00703048706055,0.34814453360814257,0.40872854094660593,0.24312692171996123
2016-04-05,-1.0,0.0,-0.0025224637424623,48.883567810058594,0.3364753124271012,0.3888854300677624,0.27463926123042676
2016-04-06,0.0,0.0,-0.0158197789201592,48.11632537841797,0.3556273544081342,0.3587169194106722,0.2856557224559034
2016-04-07,-1.0,-1.0,0.0102114474746135,48.61017990112305,0.40495948280407035,0.3124886814910006,0.28255182080376806
2016-04-08,1.0,-1.0,-0.0120460204067802,48.028133392333984,0.3705289633645655,0.3074825466893022,0.3219884899461325
2016-04-11,1.0,-1.0,-0.000734724904728,47.99285888671875,0.4253206358707795,0.22128395698411202,0.35339540341981845
2016-04-12,1.0,-1.0,-0.0020233411115382,47.89585113525391,0.4280093857431386,0.20715743577102327,0.3648331822111287
2016-04-13,1.0,-1.0,0.0062407948029626,48.19569396972656,0.46109330324010567,0.2224847781487223,0.31642191861117225
2016-04-14,1.0,-1.0,0.0127274537555594,48.81302261352539,0.5043100894512513,0.22934621785150655,0.26634368524666174
2016-04-15,1.0,-1.0,0.0001805864281508,48.82183837890625,0.5039889419100914,0.20561441513053386,0.29039665040995555
2016-04-18,1.0,-1.0,0.0052248138126709,49.07759094238281,0.42141928150512803,0.22928562033701536,0.34929510933372787
2016-04-19,-1.0,-1.0,0.0144503349025208,49.79192733764648,0.4252223641568254,0.2576583519216957,0.31711929509734993
2016-04-20,-1.0,-1.0,-0.0012406703142106,49.73019027709961,0.4313444824472978,0.2738164836953388,0.2948390264067829
2016-04-21,-1.0,-1.0,-0.0142882540715502,49.02468490600586,0.4432653692057903,0.24643410062186988,0.31030053017234005
2016-04-22,-1.0,-1.0,0.003411899005399,49.19223785400391,0.43910736578417897,0.25366929907856073,0.3072233276866799
2016-04-25,-1.0,-1.0,-0.0744114525948672,45.66464614868164,0.4269504174101121,0.21688633412130012,0.3561632596444588
2016-04-26,-1.0,-1.0,0.0063527489245961,45.955665588378906,0.39738071000335184,0.22767955679699886,0.374939725749069
2016-04-27,-1.0,1.0,-0.0129406772921566,45.36479949951172,0.36774265740537504,0.2420195450315679,0.39023780128834773
2016-04-28,-1.0,1.0,-0.0097678609624165,44.9238395690918,0.3055110904541093,0.2655004006716122,0.42898849769840786
2016-04-29,0.0,1.0,-0.0206270852390302,44.006683349609375,0.27248362095028167,0.30191821118872647,0.4255981529598307
2016-05-02,0.0,1.0,-0.0006015112359478,43.98022079467773,0.26263576580663034,0.3119211580156704,0.42544306872711873
2016-05-03,0.0,0.0,0.0147293748164462,44.63281631469727,0.2595746303535088,0.4091654195423954,0.33125994265351544
2016-05-04,0.0,0.0,-0.0165356480031538,43.90085220336914,0.3136776458988426,0.3440059555390688,0.34231639483679827
2016-05-05,0.0,0.0,0.0018062731867075,43.98022079467773,0.2236382413708726,0.4335394225715366,0.34282235095875213
2016-05-06,1.0,0.0,0.0014026750892456,44.041954040527344,0.21310896774490903,0.47577909343936314,0.31111193322779246
2016-05-09,0.0,0.0,0.0089703852691649,44.43880462646485,0.20395911438238978,0.5183929852922148,0.27764790032539555
2016-05-10,1.0,0.0,-0.0063704652207699,44.15660858154297,0.19467525118999457,0.5004451919338583,0.3048795550135021
2016-05-11,0.0,0.0,0.0187957766564859,44.994415283203125,0.16807573890581012,0.5613417751284343,0.2705824794464977
2016-05-12,0.0,0.0,0.0005876179584529,45.0208625793457,0.17364529541907964,0.5100326569403131,0.31632205695383325
2016-05-13,0.0,0.0,0.0089706127592591,45.426544189453125,0.16460201679278183,0.5635284819522902,0.2718695087055085
2016-05-16,0.0,0.0,-0.00838317052887,45.04731750488281,0.18055418445477112,0.5223067007017641,0.29713911856875524
2016-05-17,-1.0,0.0,0.0145761780238872,45.708744049072266,0.1736631323485639,0.5774984648956174,0.24883840834375417
2016-05-18,0.0,0.0,-0.0188279419004235,44.85619354248047,0.1837180372954819,0.5149992985510436,0.3012826716040552
2016-05-19,0.0,0.0,0.0059219910924499,45.12261962890625,0.24110863472019584,0.4499530344934752,0.3089383233357485
2016-05-20,1.0,1.0,-0.0096907832043454,44.68745803833008,0.23486566229167843,0.2972806448211187,0.4678536966124932
2016-05-23,-1.0,1.0,0.0059442007695687,44.953880310058594,0.23765176983751557,0.30503835981081573,0.45730986662637846
2016-05-24,1.0,1.0,-0.0117240472952525,44.42991638183594,0.22276639950102944,0.2258916906984025,0.5513419004873426
2016-05-25,1.0,0.0,0.0307054775898809,45.8153190612793,0.3099692144842601,0.41531653820040604,0.27471425476591455
2016-05-26,0.0,0.0,0.0102205173825147,46.28597640991211,0.3467911819494186,0.36843577587595694,0.2847730347240441
2016-05-27,1.0,0.0,-0.0044225560041269,46.08172607421875,0.35309424918296783,0.3664425407815495,0.2804631988596119
2016-05-31,0.0,0.0,0.0082525756697233,46.46359252929688,0.3475647296736669,0.38892270321089917,0.26351257084072444
2016-06-01,-1.0,0.0,0.0129133095093622,47.067481994628906,0.3637305362829159,0.408256571289309,0.22801290360364626
2016-06-02,-1.0,0.0,-0.002834269171545,46.934268951416016,0.31819938015481813,0.4676705123009416,0.2141301075442404
2016-06-03,-1.0,0.0,-0.0070252894662851,46.60569763183594,0.3215394442502883,0.41928405970540517,0.2591765034948873
2016-06-06,0.0,1.0,-0.0132354134750353,45.99291610717773,0.30171952726564055,0.3335942338112518,0.3646862426483981
2016-06-07,-1.0,1.0,0.0065439005917731,46.29487609863281,0.33917513418707246,0.3081317749472256,0.3526930871404119
2016-06-08,-1.0,-1.0,-0.0005758945161981,46.26822280883789,0.4348676598747713,0.26783756170685696,0.29729478214366245
2016-06-09,-1.0,-1.0,-0.0011522896966789,46.21493911743164,0.42977289718615624,0.2524409703119983,0.3177861213259749
2016-06-10,-1.0,1.0,-0.0081036707151438,45.841941833496094,0.37371940999624564,0.22479165532001366,0.4014889384090314
2016-06-13,-1.0,1.0,-0.0027155490210291,45.71762466430664,0.3900694261514612,0.20858751304428547,0.40134305707896345
2016-06-14,0.0,1.0,-0.0263741628901204,44.52762222290039,0.31459237888447666,0.17543980010178453,0.5099678191510937
2016-06-15,1.0,1.0,-0.006202108667641,44.25231170654297,0.2942974187882224,0.17359837553774357,0.532104203811389
2016-06-16,1.0,1.0,-0.0028136664562755,44.12797546386719,0.3094202441499242,0.16503524669548275,0.5255445017040128
2016-06-17,1.0,1.0,0.0139892303685369,44.749629974365234,0.3204113073571725,0.14636575306035798,0.5332229339945345
2016-06-20,1.0,1.0,-0.0051730871001526,44.51873397827149,0.3644854311439676,0.13895811535159472,0.49655645909237345
2016-06-21,1.0,1.0,-0.0011975992860928,44.465450286865234,0.3605015472262938,0.13843051585093238,0.5010679304035162
2016-06-22,-1.0,1.0,0.0221223226305464,45.46009063720703,0.3475252999640915,0.20469194672680013,0.4477827533091088
2016-06-23,1.0,1.0,-0.0039149832815713,45.28246307373047,0.3959693316575028,0.18423011821340268,0.4198005501290951
2016-06-24,-1.0,-1.0,0.0178818341487656,46.09947967529297,0.3915335741937257,0.24546497480112883,0.3630014435545653
2016-06-27,-1.0,1.0,-0.0408940510237565,44.25231170654297,0.28873117392918934,0.23629289722975882,0.4749759213904715
2016-06-28,1.0,1.0,-0.0284977100086703,43.0090217590332,0.26697573421352794,0.26144706971498655,0.47157719979677604
2016-06-29,1.0,1.0,0.0206402607015585,43.90596389770508,0.25853320394206825,0.21567720285471403,0.5257895783020567
2016-06-30,0.0,1.0,0.0220051885870353,44.88283157348633,0.2409686399705126,0.2953587492060571,0.4636726108234305
2016-07-01,0.0,0.0,0.0123882653968273,45.44231033325195,0.22853907165139947,0.4101494280661312,0.3613115040077598
2016-07-05,1.0,0.0,-0.0001950254250742,45.43344879150391,0.2216192491966331,0.40540631867459587,0.3729744321287713
2016-07-06,1.0,1.0,0.0001950254250742,45.44231033325195,0.23238241395453305,0.34314794348525246,0.4244696313843437
2016-07-07,1.0,1.0,0.0040959686943461,45.62882232666016,0.23997981096457427,0.3610453310599728,0.39897486170074326
2016-07-08,1.0,1.0,0.0,45.62882232666016,0.25371728669313265,0.3522188067787244,0.39406389907756256
2016-07-11,1.0,0.0,0.017747211959734,46.44583511352539,0.2981479875057003,0.3774080969599518,0.3244439229849285
2016-07-12,1.0,-1.0,0.0055295090354597,46.703369140625,0.3533735048944775,0.32935800777831226,0.31726847987662987
2016-07-13,0.0,-1.0,0.0117207113482645,47.25398635864258,0.3607470260456669,0.3531261869747551,0.28612678325428786
2016-07-14,1.0,0.0,0.0056221761067556,47.52040481567383,0.33402655254074887,0.34755757794848585,0.3184158695107654
2016-07-15,1.0,-1.0,0.0042889499752375,47.72465515136719,0.4195237230800031,0.3132306077316781,0.26724567663889975
2016-07-18,1.0,-1.0,-0.0007446780910904,47.68912887573242,0.41213108202123505,0.32627754352639915,0.2615913744523661
2016-07-19,-1.0,-1.0,0.0048298478735437,47.92001724243164,0.3963925396908343,0.31852533192209365,0.2850821321123626
2016-07-20,1.0,-1.0,-0.0162543703865264,47.147403717041016,0.4303818242704282,0.28597416178593343,0.28364399717983235
2016-07-21,0.0,0.0,0.0517547431447258,49.65175247192383,0.2576439160379737,0.49766116865474563,0.24469490040611952
2016-07-22,0.0,0.0,-0.0019694533930391,49.55406188964844,0.24053834591937673,0.5293185607038646,0.2301431082779199
2016-07-25,0.0,0.0,0.0137053326949093,50.237892150878906,0.23459508437689566,0.546215284560939,0.21918962733687494
2016-07-26,0.0,0.0,0.0028239692563012,50.37996292114258,0.22806958302055988,0.5582654445386366,0.21366497989138408
2016-07-27,0.0,0.0,0.0005284514765367,50.40659332275391,0.2319419836212091,0.5380816112767441,0.22997640137675646
2016-07-28,0.0,0.0,-0.0100926968565735,49.9004135131836,0.23272429083050278,0.4238311999101197,0.343444501808797
2016-07-29,1.0,1.0,0.0003556409464207,49.91816329956055,0.26279542296562336,0.3545232944489039,0.38268128631076326
2016-08-01,1.0,1.0,0.0083269277774323,50.33556365966797,0.24833414876526222,0.31919702704753655,0.43246883163778205
2016-08-02,1.0,1.0,-0.0017658406445509,50.24675750732422,0.29552392393627847,0.3204476648215505,0.38402841496746154
2016-08-03,1.0,1.0,0.0,50.24675750732422,0.33420408409704216,0.3033501539304066,0.36244574334609997
2016-08-04,1.0,1.0,0.0068694415948037,50.59311294555664,0.34661003904177085,0.2764799058092051,0.3769100458357984
2016-08-05,0.0,1.0,0.007344848522197,50.96607971191406,0.3204478198312609,0.2418831715277531,0.43766901702288946
2016-08-08,0.0,-1.0,0.0098832976140935,51.4722900390625,0.42739775270265556,0.26954038654465184,0.3030618570274025
2016-08-09,0.0,-1.0,0.0017237589905893,51.56109237670898,0.4395731010318769,0.2583620106551535,0.30206488086238936
2016-08-10,0.0,-1.0,0.0024083849288961,51.68542098999024,0.4655438056331897,0.2518529373674323,0.2826032458235074
2016-08-11,0.0,1.0,-0.0030974875837213,51.52557373046875,0.34883906826409217,0.21678485982430284,0.4343760625983797
2016-08-12,0.0,-1.0,0.0048141445476978,51.77422332763672,0.4849891657689095,0.22423484299163993,0.2907760061406123
2016-08-15,0.0,1.0,-0.0061941467692523,51.45451736450195,0.38070537272852834,0.20554905186177208,0.4137455614398614
2016-08-16,0.0,-1.0,0.0031021279855059,51.614383697509766,0.44400323408746034,0.1856795798954851,0.370317197192926
2016-08-17,0.0,-1.0,-0.0055557429820121,51.32842254638672,0.46298766889859283,0.16642333779431992,0.3705889942384103
2016-08-18,0.0,-1.0,0.0020870873252178,51.43566131591797,0.4451540431742931,0.16360551133068318,0.391240461327508
2016-08-19,1.0,-1.0,0.0006944571634568,51.47139358520508,0.44106384754363626,0.163687294056456,0.3952488528119728
2016-08-22,1.0,-1.0,0.000347158944743,51.48926544189453,0.4439235014557907,0.1568129092959727,0.39926360414939843
2016-08-23,1.0,-1.0,0.0008674814900826,51.53395080566406,0.4410141928304473,0.15552768054210978,0.40345814152860465
2016-08-24,0.0,-1.0,0.0038077383533401,51.73055267333984,0.4419993920134169,0.1590794107063583,0.3989212047308058
2016-08-25,-1.0,-1.0,0.0010357550876371,51.78416061401367,0.4356671943091795,0.15658014353024335,0.40775266961115814
2016-08-26,-1.0,-1.0,0.0037890080703083,51.980743408203125,0.46620943896323847,0.1604364508913818,0.37335410828273496
2016-08-29,-1.0,-1.0,-0.0024094717893535,51.85564804077149,0.48121977662864035,0.14876766549346354,0.37001254856467086
2016-08-30,-1.0,1.0,0.0012054983263639,51.91819763183594,0.3628758489322243,0.1507124911940145,0.48641166639301964
2016-08-31,-1.0,1.0,-0.0036207896949558,51.73055267333984,0.3747872973363654,0.14041521366256585,0.4847974759625531
